Date,Time,Precip(mm)
11 Jan 2015,00:00,7.1249123
12 Jan 2015,00:00,7.527543
12 Jan 2015,00:00,7.527543
13 Jan 2015,00:00,3.4478588
13 Jan 2015,00:00,3.4478588
14 Jan 2015,00:00,9.388216
14 Jan 2015,00:00,9.388216
15 Jan 2015,00:00,9.193302
15 Jan 2015,00:00,9.193302
16 Jan 2015,00:00,0.80889094
16 Jan 2015,00:00,0.80889094
17 Jan 2015,00:00,0.9708954
17 Jan 2015,00:00,0.9708954
18 Jan 2015,00:00,0.91063416
18 Jan 2015,00:00,0.91063416
19 Jan 2015,00:00,0.016650185
19 Jan 2015,00:00,0.016650185
20 Jan 2015,00:00,0.020045787
20 Jan 2015,00:00,0.020045787
21 Jan 2015,00:00,0.48767406
21 Jan 2015,00:00,0.48767406
22 Jan 2015,00:00,0.040480867
22 Jan 2015,00:00,0.040480867
23 Jan 2015,00:00,6.248961
23 Jan 2015,00:00,6.248961
24 Jan 2015,00:00,0.48480555
24 Jan 2015,00:00,0.48480555
25 Jan 2015,00:00,3.0670402
25 Jan 2015,00:00,3.0670402
26 Jan 2015,00:00,2.1375325
26 Jan 2015,00:00,2.1375325
27 Jan 2015,00:00,2.080176
27 Jan 2015,00:00,2.080176
28 Jan 2015,00:00,9.765795
28 Jan 2015,00:00,9.765795
29 Jan 2015,00:00,0.73127633
29 Jan 2015,00:00,0.73127633
30 Jan 2015,00:00,0.31217003
30 Jan 2015,00:00,0.31217003
31 Jan 2015,00:00,0.10909885
31 Jan 2015,00:00,0.10909885
01 Feb 2015,00:00,0.03928505
01 Feb 2015,00:00,0.03928505
02 Feb 2015,00:00,0.0
02 Feb 2015,00:00,0.0
03 Feb 2015,00:00,0.033007935
03 Feb 2015,00:00,0.033007935
04 Feb 2015,00:00,0.002488494
04 Feb 2015,00:00,0.002488494
05 Feb 2015,00:00,0.019218773
05 Feb 2015,00:00,0.019218773
06 Feb 2015,00:00,0.016570091
06 Feb 2015,00:00,0.016570091
07 Feb 2015,00:00,0.001013279
07 Feb 2015,00:00,0.001013279
08 Feb 2015,00:00,0.0043902546
08 Feb 2015,00:00,0.0043902546
09 Feb 2015,00:00,0.0059977174
09 Feb 2015,00:00,0.0059977174
10 Feb 2015,00:00,0.034479424
10 Feb 2015,00:00,0.034479424
11 Feb 2015,00:00,0.34962967
11 Feb 2015,00:00,0.34962967
12 Feb 2015,00:00,0.20672753
12 Feb 2015,00:00,0.20672753
13 Feb 2015,00:00,1.7755738
13 Feb 2015,00:00,1.7755738
14 Feb 2015,00:00,0.016009435
14 Feb 2015,00:00,0.016009435
15 Feb 2015,00:00,0.07762015
15 Feb 2015,00:00,0.07762015
16 Feb 2015,00:00,9.081056
16 Feb 2015,00:00,9.081056
17 Feb 2015,00:00,0.070914626
17 Feb 2015,00:00,0.070914626
18 Feb 2015,00:00,0.483349
18 Feb 2015,00:00,0.483349
19 Feb 2015,00:00,5.551051
19 Feb 2015,00:00,5.551051
20 Feb 2015,00:00,1.3151654
20 Feb 2015,00:00,1.3151654
21 Feb 2015,00:00,0.3456287
21 Feb 2015,00:00,0.3456287
22 Feb 2015,00:00,10.481428
22 Feb 2015,00:00,10.481428
23 Feb 2015,00:00,5.939431
23 Feb 2015,00:00,5.939431
24 Feb 2015,00:00,2.8609262
24 Feb 2015,00:00,2.8609262
25 Feb 2015,00:00,1.7372408
25 Feb 2015,00:00,1.7372408
26 Feb 2015,00:00,13.347197
26 Feb 2015,00:00,13.347197
27 Feb 2015,00:00,0.8988399
27 Feb 2015,00:00,0.8988399
28 Feb 2015,00:00,0.542555
28 Feb 2015,00:00,0.542555
01 Mar 2015,00:00,3.6489685
01 Mar 2015,00:00,3.6489685
02 Mar 2015,00:00,1.5759673
02 Mar 2015,00:00,1.5759673
03 Mar 2015,00:00,2.2158566
03 Mar 2015,00:00,2.2158566
04 Mar 2015,00:00,1.0141488
04 Mar 2015,00:00,1.0141488
05 Mar 2015,00:00,0.37813932
05 Mar 2015,00:00,0.37813932
06 Mar 2015,00:00,0.8746423
06 Mar 2015,00:00,0.8746423
07 Mar 2015,00:00,5.380555
07 Mar 2015,00:00,5.380555
08 Mar 2015,00:00,5.7958117
08 Mar 2015,00:00,5.7958117
09 Mar 2015,00:00,3.4233203
09 Mar 2015,00:00,3.4233203
10 Mar 2015,00:00,0.018775463
10 Mar 2015,00:00,0.018775463
11 Mar 2015,00:00,4.9505715
11 Mar 2015,00:00,4.9505715
12 Mar 2015,00:00,16.68129
12 Mar 2015,00:00,16.68129
13 Mar 2015,00:00,5.3270926
13 Mar 2015,00:00,5.3270926
14 Mar 2015,00:00,0.09641424
14 Mar 2015,00:00,0.09641424
15 Mar 2015,00:00,0.022580847
15 Mar 2015,00:00,0.022580847
16 Mar 2015,00:00,0.84005857
16 Mar 2015,00:00,0.84005857
17 Mar 2015,00:00,0.78684837
17 Mar 2015,00:00,0.78684837
18 Mar 2015,00:00,0.0038798898
18 Mar 2015,00:00,0.0038798898
19 Mar 2015,00:00,0.0749724
19 Mar 2015,00:00,0.0749724
20 Mar 2015,00:00,0.11991151
20 Mar 2015,00:00,0.11991151
21 Mar 2015,00:00,0.0060386956
21 Mar 2015,00:00,0.0060386956
22 Mar 2015,00:00,0.0015199184
22 Mar 2015,00:00,0.0015199184
23 Mar 2015,00:00,0.48343092
23 Mar 2015,00:00,0.48343092
24 Mar 2015,00:00,1.6621351
24 Mar 2015,00:00,1.6621351
25 Mar 2015,00:00,0.093799084
25 Mar 2015,00:00,0.093799084
26 Mar 2015,00:00,8.0327015
26 Mar 2015,00:00,8.0327015
27 Mar 2015,00:00,0.38098168
27 Mar 2015,00:00,0.38098168
28 Mar 2015,00:00,10.889664
28 Mar 2015,00:00,10.889664
29 Mar 2015,00:00,7.5518646
29 Mar 2015,00:00,7.5518646
30 Mar 2015,00:00,10.593378
30 Mar 2015,00:00,10.593378
31 Mar 2015,00:00,0.76436067
31 Mar 2015,00:00,0.76436067
01 Apr 2015,00:00,2.5316384
02 Apr 2015,00:00,0.10360964
03 Apr 2015,00:00,4.905723
04 Apr 2015,00:00,0.015353784
05 Apr 2015,00:00,0.049829483
06 Apr 2015,00:00,0.09190105
07 Apr 2015,00:00,0.031037256
08 Apr 2015,00:00,0.0
09 Apr 2015,00:00,0.0
10 Apr 2015,00:00,0.0067111105
11 Apr 2015,00:00,4.608564
12 Apr 2015,00:00,15.086503
13 Apr 2015,00:00,0.50977063
14 Apr 2015,00:00,0.20784885
15 Apr 2015,00:00,2.7760158
16 Apr 2015,00:00,4.4703484e-05
17 Apr 2015,00:00,0.0
18 Apr 2015,00:00,0.006534159
19 Apr 2015,00:00,0.06443635
20 Apr 2015,00:00,0.09239465
21 Apr 2015,00:00,0.0
22 Apr 2015,00:00,0.0
23 Apr 2015,00:00,0.0
24 Apr 2015,00:00,0.7853098
25 Apr 2015,00:00,3.7346947
26 Apr 2015,00:00,0.9496156
27 Apr 2015,00:00,1.9478183
28 Apr 2015,00:00,3.0582323
29 Apr 2015,00:00,9.532063
30 Apr 2015,00:00,0.052668154
01 May 2015,00:00,0.2080705
02 May 2015,00:00,2.8324165
03 May 2015,00:00,13.549674
04 May 2015,00:00,1.0170135
05 May 2015,00:00,10.964987
06 May 2015,00:00,6.3045974
07 May 2015,00:00,0.52991134
08 May 2015,00:00,10.474142
09 May 2015,00:00,6.8795457
10 May 2015,00:00,2.6354604
11 May 2015,00:00,12.448756
12 May 2015,00:00,2.218686
13 May 2015,00:00,0.38500875
14 May 2015,00:00,0.0012032688
15 May 2015,00:00,1.9428898
16 May 2015,00:00,1.3862066
17 May 2015,00:00,5.1566997
18 May 2015,00:00,11.121605
19 May 2015,00:00,2.8248186
20 May 2015,00:00,0.13751164
21 May 2015,00:00,0.08054823
22 May 2015,00:00,0.48231333
23 May 2015,00:00,0.0029094517
24 May 2015,00:00,0.7281527
25 May 2015,00:00,0.4285425
26 May 2015,00:00,0.1047831
27 May 2015,00:00,7.6384063
28 May 2015,00:00,4.1895075
29 May 2015,00:00,3.7495923
30 May 2015,00:00,0.8010697
31 May 2015,00:00,0.6060302
01 Jun 2015,00:00,16.248995
02 Jun 2015,00:00,2.0300913
03 Jun 2015,00:00,0.58455765
04 Jun 2015,00:00,0.0012554228
05 Jun 2015,00:00,1.2478995
06 Jun 2015,00:00,1.6106608
07 Jun 2015,00:00,0.1848489
08 Jun 2015,00:00,0.6074272
09 Jun 2015,00:00,0.35396218
10 Jun 2015,00:00,0.0
11 Jun 2015,00:00,0.0
12 Jun 2015,00:00,4.4703484e-05
13 Jun 2015,00:00,1.6690698
14 Jun 2015,00:00,2.1013303
15 Jun 2015,00:00,0.7066503
16 Jun 2015,00:00,1.440702
17 Jun 2015,00:00,3.452342
18 Jun 2015,00:00,0.28852934
19 Jun 2015,00:00,1.1143665
20 Jun 2015,00:00,1.8439051
21 Jun 2015,00:00,9.400686
22 Jun 2015,00:00,1.2152996
23 Jun 2015,00:00,0.068230554
24 Jun 2015,00:00,0.96414423
25 Jun 2015,00:00,5.6373386
26 Jun 2015,00:00,2.5255327
27 Jun 2015,00:00,1.178965
28 Jun 2015,00:00,7.0816407
29 Jun 2015,00:00,0.05985424
30 Jun 2015,00:00,0.0
01 Jul 2015,00:00,5.9858055
02 Jul 2015,00:00,1.4132559
03 Jul 2015,00:00,0.03405474
04 Jul 2015,00:00,15.458305
05 Jul 2015,00:00,3.9883814
06 Jul 2015,00:00,4.6058035
07 Jul 2015,00:00,6.827109
08 Jul 2015,00:00,4.437687
09 Jul 2015,00:00,0.05764328
10 Jul 2015,00:00,0.41383505
11 Jul 2015,00:00,3.1655078
12 Jul 2015,00:00,3.7632732
13 Jul 2015,00:00,5.776931
14 Jul 2015,00:00,1.5542693
15 Jul 2015,00:00,0.013688579
16 Jul 2015,00:00,0.052332878
17 Jul 2015,00:00,12.4025955
18 Jul 2015,00:00,1.5003793
19 Jul 2015,00:00,12.552725
20 Jul 2015,00:00,4.717454
21 Jul 2015,00:00,2.7230458
22 Jul 2015,00:00,0.51729566
23 Jul 2015,00:00,1.2335293
24 Jul 2015,00:00,0.5840733
25 Jul 2015,00:00,1.9378662
26 Jul 2015,00:00,7.871147
27 Jul 2015,00:00,10.535488
28 Jul 2015,00:00,16.520191
29 Jul 2015,00:00,3.2874813
30 Jul 2015,00:00,0.9406656
31 Jul 2015,00:00,1.8626451e-06
01 Aug 2015,00:00,1.4090164
02 Aug 2015,00:00,4.3937826
03 Aug 2015,00:00,0.61662126
04 Aug 2015,00:00,2.600681
05 Aug 2015,00:00,3.967775
06 Aug 2015,00:00,1.7234981
07 Aug 2015,00:00,0.38260782
08 Aug 2015,00:00,0.9022188
09 Aug 2015,00:00,1.0801088
10 Aug 2015,00:00,5.7514796
11 Aug 2015,00:00,0.8160975
12 Aug 2015,00:00,0.0
13 Aug 2015,00:00,0.30414015
14 Aug 2015,00:00,18.983807
15 Aug 2015,00:00,0.53511375
16 Aug 2015,00:00,0.07786602
17 Aug 2015,00:00,0.027999282
18 Aug 2015,00:00,1.2078304
19 Aug 2015,00:00,4.754979
20 Aug 2015,00:00,0.965191
21 Aug 2015,00:00,3.0912533
22 Aug 2015,00:00,6.649563
23 Aug 2015,00:00,12.532387
24 Aug 2015,00:00,1.6556716
25 Aug 2015,00:00,1.335945
26 Aug 2015,00:00,4.2528734
27 Aug 2015,00:00,3.2285194
28 Aug 2015,00:00,3.1307154
29 Aug 2015,00:00,5.379759
30 Aug 2015,00:00,0.18033758
31 Aug 2015,00:00,0.0
01 Sep 2015,00:00,3.9648526
02 Sep 2015,00:00,0.2106931
03 Sep 2015,00:00,0.0426732
04 Sep 2015,00:00,0.11150353
05 Sep 2015,00:00,0.047499314
06 Sep 2015,00:00,4.4703484e-05
07 Sep 2015,00:00,0.021031126
08 Sep 2015,00:00,0.102235004
09 Sep 2015,00:00,0.13719685
10 Sep 2015,00:00,0.0041015446
11 Sep 2015,00:00,0.03713928
12 Sep 2015,00:00,14.36566
13 Sep 2015,00:00,1.5499983
14 Sep 2015,00:00,3.2633784
15 Sep 2015,00:00,0.44634005
16 Sep 2015,00:00,0.00049360096
17 Sep 2015,00:00,2.3088512
18 Sep 2015,00:00,1.3427846
19 Sep 2015,00:00,0.019306317
20 Sep 2015,00:00,5.883563
21 Sep 2015,00:00,5.4927197
22 Sep 2015,00:00,0.30100906
23 Sep 2015,00:00,2.5746765
24 Sep 2015,00:00,2.643356
25 Sep 2015,00:00,0.17065555
26 Sep 2015,00:00,0.07221289
27 Sep 2015,00:00,0.0
28 Sep 2015,00:00,0.0
29 Sep 2015,00:00,0.0
30 Sep 2015,00:00,0.0
01 Oct 2015,00:00,0.013653189
02 Oct 2015,00:00,0.06338209
03 Oct 2015,00:00,0.16421452
04 Oct 2015,00:00,0.1543779
05 Oct 2015,00:00,8.19787
06 Oct 2015,00:00,5.07189
07 Oct 2015,00:00,5.838154
08 Oct 2015,00:00,0.036999583
09 Oct 2015,00:00,0.009977259
10 Oct 2015,00:00,0.09392947
11 Oct 2015,00:00,0.08205697
12 Oct 2015,00:00,0.8249302
13 Oct 2015,00:00,0.026682392
14 Oct 2015,00:00,0.009784475
15 Oct 2015,00:00,0.017980114
16 Oct 2015,00:00,0.02211146
17 Oct 2015,00:00,0.016272068
18 Oct 2015,00:00,0.0
19 Oct 2015,00:00,0.14235266
20 Oct 2015,00:00,4.035758
21 Oct 2015,00:00,2.7872677
22 Oct 2015,00:00,0.49925965
23 Oct 2015,00:00,0.23068674
24 Oct 2015,00:00,4.4364223
25 Oct 2015,00:00,0.068427995
26 Oct 2015,00:00,0.27439374
27 Oct 2015,00:00,0.16107783
28 Oct 2015,00:00,12.669514
29 Oct 2015,00:00,6.20297
30 Oct 2015,00:00,2.841469
31 Oct 2015,00:00,0.0112988055
01 Nov 2015,00:00,0.13273768
02 Nov 2015,00:00,0.23960508
03 Nov 2015,00:00,0.26992708
04 Nov 2015,00:00,5.152274
05 Nov 2015,00:00,6.027786
06 Nov 2015,00:00,1.9284412
07 Nov 2015,00:00,12.872393
08 Nov 2015,00:00,19.611488
09 Nov 2015,00:00,8.774621
10 Nov 2015,00:00,1.8996634
11 Nov 2015,00:00,14.012475
12 Nov 2015,00:00,7.428965
13 Nov 2015,00:00,3.322741
14 Nov 2015,00:00,14.541838
15 Nov 2015,00:00,20.754349
16 Nov 2015,00:00,3.5374277
17 Nov 2015,00:00,10.83359
18 Nov 2015,00:00,12.0666275
19 Nov 2015,00:00,0.76547265
20 Nov 2015,00:00,0.89983267
21 Nov 2015,00:00,1.1008662
22 Nov 2015,00:00,0.35669655
23 Nov 2015,00:00,5.9386377
24 Nov 2015,00:00,2.696216
25 Nov 2015,00:00,0.0
26 Nov 2015,00:00,0.0909958
27 Nov 2015,00:00,8.001096
28 Nov 2015,00:00,11.109827
29 Nov 2015,00:00,8.207392
30 Nov 2015,00:00,0.042244792
01 Dec 2015,00:00,10.047316
02 Dec 2015,00:00,4.0210466
03 Dec 2015,00:00,26.946045
04 Dec 2015,00:00,6.5329356
05 Dec 2015,00:00,28.704699
06 Dec 2015,00:00,9.252592
07 Dec 2015,00:00,3.2820458
08 Dec 2015,00:00,5.719444
09 Dec 2015,00:00,14.428723
10 Dec 2015,00:00,4.035026
11 Dec 2015,00:00,1.329001
12 Dec 2015,00:00,12.699162
13 Dec 2015,00:00,2.1038296
14 Dec 2015,00:00,1.2131742
15 Dec 2015,00:00,0.737993
16 Dec 2015,00:00,0.9107403
17 Dec 2015,00:00,1.7521122
18 Dec 2015,00:00,3.9405804
19 Dec 2015,00:00,8.056461
20 Dec 2015,00:00,13.851832
21 Dec 2015,00:00,5.753771
22 Dec 2015,00:00,14.571929
23 Dec 2015,00:00,3.9279385
24 Dec 2015,00:00,9.267187
25 Dec 2015,00:00,11.504311
26 Dec 2015,00:00,31.563353
27 Dec 2015,00:00,0.112881884
28 Dec 2015,00:00,1.3480074
29 Dec 2015,00:00,4.439343
30 Dec 2015,00:00,15.4457
31 Dec 2015,00:00,0.046424568
