date,OBS
2011-04-22,0.0
2011-04-23,1.6662558273105328
2011-04-24,0.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,0.0
2011-04-28,0.0
2011-04-29,0.0
2011-04-30,0.0
2011-05-01,0.0
2011-05-02,0.0
2011-05-03,0.0
2011-05-04,0.0
2011-05-05,2.966973006700372
2011-05-06,7.800015364000692
2011-05-07,13.105549055858901
2011-05-08,6.930850612894025
2011-05-09,3.136112224685044
2011-05-10,2.2502582438570404
2011-05-11,3.1823566965939394
2011-05-12,6.378240843860546
2011-05-13,4.291251653484238
2011-05-14,1.5232012242946449
2011-05-15,4.623713897166462
2011-05-16,4.918162749134613
2011-05-17,1.8183627669363547
2011-05-18,3.4505663555753205
2011-05-19,0.0
2011-05-20,2.7982504385889553
2011-05-21,13.196408992468815
2011-05-22,10.637996030030116
2011-05-23,17.053440535176424
2011-05-24,2.7993825911881016
2011-05-25,1.51548820926053
2011-05-26,11.551364213542984
2011-05-27,2.85097253307884
2011-05-28,5.960388732701469
2011-05-29,3.0327117516616187
2011-05-30,1.4502531512207333
2011-05-31,0.0
2011-06-01,0.0
2011-06-02,0.0
2011-06-03,0.0
2011-06-04,0.0
2011-06-05,0.11579117470552189
2011-06-06,0.0
2011-06-07,3.134059882025897
2011-06-08,6.1219765860722095
2011-06-09,0.9327183699722511
2011-06-10,3.660292508429155
2011-06-11,3.2559683691115566
2011-06-12,8.82503397839697
2011-06-13,1.134054158253192
2011-06-14,0.0
2011-06-15,0.7720127909116704
2011-06-16,2.484516944989291
2011-06-17,3.417238784585108
2011-06-18,7.328076934584932
2011-06-19,3.431583366576349
2011-06-20,2.632716488089979
2011-06-21,6.544179855958467
2011-06-22,14.362486543441076
2011-06-23,5.617232836846659
2011-06-24,0.4541617256417632
2011-06-25,4.112395970224153
2011-06-26,0.5542655989704128
2011-06-27,0.3478892987864816
2011-06-28,0.0
2011-06-29,0.0
2011-06-30,0.9105388602970286
2011-07-01,0.0
2011-07-02,0.0
2011-07-03,0.0
2011-07-04,0.0
2011-07-05,7.379897946542922
2011-07-06,10.488430180379197
2011-07-07,4.160645762063349
2011-07-08,8.45776429740321
2011-07-09,5.075867119477925
2011-07-10,0.06604842456514766
2011-07-11,0.09917585209085436
2011-07-12,0.0
2011-07-13,0.0
2011-07-14,0.0
2011-07-15,3.4117753149482075
2011-07-16,22.53022582025427
2011-07-17,11.980622129910461
2011-07-18,6.184000863108827
2011-07-19,9.244233631449326
2011-07-20,6.812538670949495
2011-07-21,0.0
2011-07-22,0.0
2011-07-23,0.0
2011-07-24,0.0
2011-07-25,0.0
2011-07-26,0.21620277728646425
2011-07-27,0.0
2011-07-28,0.0
2011-07-29,0.0
2011-07-30,0.0
2011-07-31,0.0
2011-08-01,7.864001749810266
2011-08-02,6.839498474442248
2011-08-03,0.0
2011-08-04,8.113623187037254
2011-08-05,0.0
2011-08-06,17.754505655639267
2011-08-07,6.070832145424114
2011-08-08,0.6845124497304957
2011-08-09,0.0
2011-08-10,21.614944918877605
2011-08-11,13.456218397143449
2011-08-12,5.30174487986108
2011-08-13,2.3022651182168494
2011-08-14,2.8523111818873876
2011-08-15,3.985242353064353
2011-08-16,8.047067790596975
2011-08-17,0.0
2011-08-18,2.921852727821895
2011-08-19,2.382764161446721
2011-08-20,5.788527253906227
2011-08-21,1.0703714911189188
2011-08-22,0.0
2011-08-23,0.0
2011-08-24,3.701645803449246
2011-08-25,0.0
2011-08-26,4.650900969730003
2011-08-27,5.62329285002859
2011-08-28,0.49783625947323396
2011-08-29,0.0
2011-08-30,1.2858558711979418
2011-08-31,0.0
2011-09-01,0.0
2011-09-02,1.7936179930687874
2011-09-03,10.744596186055675
2011-09-04,3.1330213826841264
2011-09-05,11.237846655077856
2011-09-06,22.11278923437288
2011-09-07,5.404838287499095
2011-09-08,2.881320746015566
2011-09-09,1.7496354479653375
2011-09-10,6.726292452078354
2011-09-11,7.916514357833222
2011-09-12,5.830025655912451
2011-09-13,4.072333618136081
2011-09-14,0.26913287371171296
2011-09-15,0.0
2011-09-16,13.596186601183904
2011-09-17,10.706888681639041
2011-09-18,2.5831769951529706
2011-09-19,7.954929981405618
2011-09-20,0.03364160921396412
2011-09-21,9.51301851202833
2011-09-22,0.0
2011-09-23,0.0
2011-09-24,1.4868886800195005
2011-09-25,5.305245737188603
2011-09-26,1.6562245285916768
2011-09-27,0.0
2011-09-28,0.0
2011-09-29,0.0
2011-09-30,0.0
2011-10-01,0.19814527861643402
2011-10-02,6.17361094090136
2011-10-03,0.998253574111547
2011-10-04,0.7696508856844891
2011-10-05,8.276331323846517
2011-10-06,6.825252566234438
2011-10-07,0.0
2011-10-08,12.155919682284978
2011-10-09,10.18430877073921
2011-10-10,9.212342517350493
2011-10-11,8.741063581118286
2011-10-12,16.792509238768456
2011-10-13,0.0
2011-10-14,0.0
2011-10-15,0.0
2011-10-16,2.300312559825687
2011-10-17,13.102671198400227
2011-10-18,4.301433963698154
2011-10-19,0.0
2011-10-20,2.8274597434561017
2011-10-21,4.882869176286359
2011-10-22,0.0
2011-10-23,2.9770552378218094
2011-10-24,0.0
2011-10-25,3.920625947163653
2011-10-26,3.5317001926300167
2011-10-27,1.6680019666389674
2011-10-28,0.0
2011-10-29,5.025767115354424
2011-10-30,0.1486089589623255
2011-10-31,4.3237144677319685
2011-11-01,3.5193953074255377
2011-11-02,3.132203632661408
2011-11-03,4.759204128619298
2011-11-04,3.3373432145041213
2011-11-05,0.0
2011-11-06,0.0
2011-11-07,0.0
2011-11-08,0.6173311830957996
2011-11-09,2.720012608753163
2011-11-10,0.5676992602885392
2011-11-11,7.936728034720105
2011-11-12,0.3473735241165657
2011-11-13,0.0
2011-11-14,0.0
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,0.8992835086098854
2011-11-18,1.0692459355025925
2011-11-19,0.0
2011-11-20,0.0
2011-11-21,3.153343044705189
2011-11-22,2.4985613673526728
2011-11-23,4.813413087822845
2011-11-24,13.728396857525984
2011-11-25,5.250867708876813
2011-11-26,12.129525669468244
2011-11-27,5.304422576467242
2011-11-28,3.29907367134367
2011-11-29,12.269354318049226
2011-11-30,7.564924348058351
2011-12-01,5.53188387871892
2011-12-02,5.172419084876022
2011-12-03,7.074380691316148
2011-12-04,6.762505828341062
2011-12-05,6.141773654566042
2011-12-06,11.200559935808368
2011-12-07,12.623353070199016
2011-12-08,19.354473929166144
2011-12-09,4.825979281944522
2011-12-10,2.9317920596284734
2011-12-11,10.036419865523516
2011-12-12,10.491363449819598
2011-12-13,12.301533382956109
2011-12-14,10.802796573230376
2011-12-15,2.7845157075333464
2011-12-16,2.186982695333008
2011-12-17,1.3403272377075692
2011-12-18,0.0
2011-12-19,5.151387016186039
2011-12-20,3.764605356748517
2011-12-21,5.719804373253604
2011-12-22,1.645518502862186
2011-12-23,6.01111693226307
2011-12-24,6.209466907032359
2011-12-25,4.009563997886879
2011-12-26,1.917951492522303
2011-12-27,3.4656378055188726
2011-12-28,10.966465766839496
2011-12-29,6.13713308430504
2011-12-30,9.285954594486984
2011-12-31,5.833016679758395
2012-01-01,5.6761273464208895
2012-01-02,7.181213931501634
2012-01-03,12.866547528769635
2012-01-04,18.55652370087737
2012-01-05,3.6061663813879488
2012-01-06,1.801127129050592
2012-01-07,1.0530377784886256
2012-01-08,1.9891435705301437
2012-01-09,1.168108992952799
2012-01-10,1.3013345405648404
2012-01-11,1.3002026689083468
2012-01-12,2.002977742015387
2012-01-13,0.0
2012-01-14,0.0
2012-01-15,0.0
2012-01-16,0.0
2012-01-17,0.0
2012-01-18,3.817437900841561
2012-01-19,4.589244013889112
2012-01-20,8.41408750816103
2012-01-21,3.4516959854494815
2012-01-22,2.469442531025813
2012-01-23,0.1669732547135352
2012-01-24,7.136822079851142
2012-01-25,3.9844140112105633
2012-01-26,6.428139843255036
2012-01-27,4.57449321270418
2012-01-28,0.0
2012-01-29,0.0
2012-01-30,0.0
2012-01-31,0.0
2012-02-01,0.0
2012-02-02,0.0
2012-02-03,0.0
2012-02-04,4.351076058192783
2012-02-05,1.8039066983163747
2012-02-06,0.0
2012-02-07,0.0
2012-02-08,0.0
2012-02-09,3.6706729122739326
2012-02-10,0.0
2012-02-11,0.0
2012-02-12,0.0
2012-02-13,0.0
2012-02-14,0.0
2012-02-15,0.0
2012-02-16,0.06728321842792824
2012-02-17,4.762957332842907
2012-02-18,5.555292298167845
2012-02-19,0.0
2012-02-20,5.906680714673185
2012-02-21,5.698652842244949
2012-02-22,11.65636564532444
2012-02-23,1.4161017765884436
2012-02-24,0.5203165349542579
2012-02-25,0.0
2012-02-26,2.1385785996224094
2012-02-27,1.4032893214156554
2012-02-28,0.0
2012-02-29,0.0
2012-03-01,0.6331312491923926
2012-03-02,0.16789935136386822
2012-03-03,2.884824991427205
2012-03-04,5.522176171728147
2012-03-05,0.0
2012-03-06,3.6465414960728944
2012-03-07,4.839297082000603
2012-03-08,0.0
2012-03-09,1.7353880622478906
2012-03-10,0.0
2012-03-11,0.0
2012-03-12,0.0
2012-03-13,0.0
2012-03-14,0.0
2012-03-15,0.0
2012-03-16,5.195062815837665
2012-03-17,1.1058646738650943
2012-03-18,0.0
2012-03-19,0.0
2012-03-20,0.0
2012-03-21,0.0
2012-03-22,0.0
2012-03-23,0.0
2012-03-24,0.0
2012-03-25,0.0
2012-03-26,0.0
2012-03-27,0.0
2012-03-28,0.0
2012-03-29,0.0
2012-03-30,0.0
2012-03-31,0.0
2012-04-01,0.0
2012-04-02,3.3637836850093845
2012-04-03,6.2546194028324775
2012-04-04,1.1667658937497565
2012-04-05,0.0
2012-04-06,2.963785658578857
2012-04-07,0.10061676379885182
2012-04-08,1.900616800352449
2012-04-09,8.053136099854882
2012-04-10,9.194030991389905
2012-04-11,2.5825564211748806
2012-04-12,4.596800962203225
2012-04-13,0.0
2012-04-14,0.09907263930821701
2012-04-15,0.0
2012-04-16,1.2463483544538587
2012-04-17,5.9818873894225915
2012-04-18,7.409762225764502
2012-04-19,3.2148607064030466
2012-04-20,3.036121415728467
2012-04-21,3.1519967603737697
2012-04-22,2.8871853285376785
2012-04-23,0.06604842456514766
2012-04-24,1.1947524270417869
2012-04-25,8.553639236983663
2012-04-26,13.31350140399243
2012-04-27,0.0
2012-04-28,0.0
2012-04-29,6.222584804588595
2012-04-30,0.0
2012-05-01,0.0
2012-05-02,0.0
2012-05-03,0.0
2012-05-04,0.03323064522933506
2012-05-05,0.0
2012-05-06,0.0
2012-05-07,5.791303283475675
2012-05-08,3.069551870842706
2012-05-09,7.920938473393074
2012-05-10,27.91191376830567
2012-05-11,6.896403683609586
2012-05-12,0.0
2012-05-13,7.048614236543857
2012-05-14,2.4495347738659206
2012-05-15,1.9512865690505523
2012-05-16,0.0
2012-05-17,2.6297311959004066
2012-05-18,1.78173611063841
2012-05-19,1.8422826349773946
2012-05-20,0.0
2012-05-21,0.0
2012-05-22,0.0
2012-05-23,0.0
2012-05-24,0.0
2012-05-25,0.0
2012-05-26,0.0
2012-05-27,0.0
2012-05-28,0.0
2012-05-29,0.0
2012-05-30,0.06604842456514766
2012-05-31,9.325662731937564
2012-06-01,0.0
2012-06-02,0.0
2012-06-03,0.5550865357381893
2012-06-04,0.0
2012-06-05,5.848753762387437
2012-06-06,4.771344830776808
2012-06-07,10.722686432936701
2012-06-08,13.10611905644967
2012-06-09,3.080805600546257
2012-06-10,3.1463673003178685
2012-06-11,0.0
2012-06-12,0.0
2012-06-13,0.0
2012-06-14,1.7907928137932287
2012-06-15,17.579438805156137
2012-06-16,16.787318633719135
2012-06-17,0.479780025150569
2012-06-18,1.1711950288951543
2012-06-19,1.802778321906334
2012-06-20,0.0
2012-06-21,16.546979129698183
2012-06-22,31.50532361646515
2012-06-23,13.09133935853746
2012-06-24,4.462446096716304
2012-06-25,0.0
2012-06-26,2.8493235783939532
2012-06-27,3.181735406683284
2012-06-28,23.237231307356183
2012-06-29,1.8828692618818876
2012-06-30,3.457973905222321
2012-07-01,3.9091024474750067
2012-07-02,6.227009532543527
2012-07-03,1.1004093794354421
2012-07-04,10.548319714649516
2012-07-05,10.072129799866774
2012-07-06,11.53424279948279
2012-07-07,1.4394433017286188
2012-07-08,2.281526136663629
2012-07-09,5.8646038389134505
2012-07-10,14.35236462649475
2012-07-11,7.322010603528318
2012-07-12,0.0
2012-07-13,0.0
2012-07-14,2.7674890416204434
2012-07-15,0.0
2012-07-16,2.303907678980789
2012-07-17,5.256630081360017
2012-07-18,15.057855550826304
2012-07-19,2.748812863423489
2012-07-20,0.0
2012-07-21,0.0
2012-07-22,0.2808090208752582
2012-07-23,8.663978130418396
2012-07-24,4.158133868841443
2012-07-25,2.834155828972992
2012-07-26,1.4199081152393378
2012-07-27,0.0
2012-07-28,4.01630418895097
2012-07-29,3.1363224673730397
2012-07-30,4.5993864030987535
2012-07-31,7.123150602498695
2012-08-01,7.267075900630909
2012-08-02,0.11774562848913167
2012-08-03,0.0
2012-08-04,7.2565687969240615
2012-08-05,4.939649745224598
2012-08-06,5.999693211578145
2012-08-07,0.4541617256417632
2012-08-08,0.0
2012-08-09,0.0
2012-08-10,0.0
2012-08-11,0.0
2012-08-12,2.5372399724636088
2012-08-13,0.0
2012-08-14,0.0
2012-08-15,13.721446559948532
2012-08-16,4.592279820333979
2012-08-17,13.388160246883494
2012-08-18,7.889673805945361
2012-08-19,8.111153196343711
2012-08-20,0.050462415074193766
2012-08-21,2.8056570911927285
2012-08-22,6.479685788992696
2012-08-23,3.743158470263377
2012-08-24,3.315374597668124
2012-08-25,11.191616557511203
2012-08-26,2.456838430576012
2012-08-27,15.504256973675556
2012-08-28,0.8149648152867781
2012-08-29,9.427441797851639
2012-08-30,5.74918560707266
2012-08-31,1.8683065452573357
2012-09-01,0.3140396673425312
2012-09-02,0.03323064522933506
2012-09-03,0.0
2012-09-04,0.48359366692092887
2012-09-05,0.0
2012-09-06,1.615892850706713
2012-09-07,2.4159081273232372
2012-09-08,0.0
2012-09-09,4.425511023988059
2012-09-10,11.220113468938886
2012-09-11,4.5938742162917166
2012-09-12,3.591300327887112
2012-09-13,2.533432350807377
2012-09-14,3.8044231722084336
2012-09-15,0.0
2012-09-16,7.096139947231838
2012-09-17,5.351491549734088
2012-09-18,1.7386866026918286
2012-09-19,1.7198049147655763
2012-09-20,14.331550050406086
2012-09-21,0.4540591600832558
2012-09-22,0.0
2012-09-23,0.9058602187156423
2012-09-24,30.346668960823095
2012-09-25,22.024847377775835
2012-09-26,1.5008162723987655
2012-09-27,1.7611121406991654
2012-09-28,5.881329262448978
2012-09-29,0.0
2012-09-30,12.018057732730826
2012-10-01,4.949020446315774
2012-10-02,18.936370804780754
2012-10-03,8.330400862685236
2012-10-04,4.338381779757834
2012-10-05,4.507308174255755
2012-10-06,0.0
2012-10-07,0.0
2012-10-08,0.0
2012-10-09,0.0
2012-10-10,0.0
2012-10-11,18.266202474398852
2012-10-12,10.546026498670907
2012-10-13,0.5298324370058725
2012-10-14,1.3456226741725157
2012-10-15,4.812591145465716
2012-10-16,12.901753195982682
2012-10-17,9.48548567303843
2012-10-18,0.8983495034441223
2012-10-19,0.0
2012-10-20,1.081842163134621
2012-10-21,0.0
2012-10-22,0.3475799693658045
2012-10-23,0.9287011980018758
2012-10-24,0.0
2012-10-25,0.0
2012-10-26,0.0
2012-10-27,3.231270492986376
2012-10-28,9.531890361359487
2012-10-29,0.9375508454675753
2012-10-30,3.5209368601667483
2012-10-31,11.249949509504562
2012-11-01,5.307101775500723
2012-11-02,5.903599678279432
2012-11-03,3.9239234646482313
2012-11-04,0.0
2012-11-05,0.0
2012-11-06,2.814661556410548
2012-11-07,2.9667658816234748
2012-11-08,0.2825611665776485
2012-11-09,9.789654482254305
2012-11-10,2.3719108891870873
2012-11-11,0.0
2012-11-12,4.910944304096743
2012-11-13,6.70703270493034
2012-11-14,1.4912468609964804
2012-11-15,0.33075820026396013
2012-11-16,2.9930600723749246
2012-11-17,3.170058410131137
2012-11-18,4.031992134172911
2012-11-19,8.182198039632057
2012-11-20,4.40740383923748
2012-11-21,0.8709863516535926
2012-11-22,24.05273880572026
2012-11-23,4.91970525111788
2012-11-24,5.083691872095663
2012-11-25,13.81990725568923
2012-11-26,24.024700066760435
2012-11-27,4.0849250779623
2012-11-28,0.0
2012-11-29,0.0
2012-11-30,0.28070580809262086
2012-12-01,2.086269027095791
2012-12-02,1.6156952593387521
2012-12-03,6.040635735449857
2012-12-04,2.9071054556483023
2012-12-05,0.0
2012-12-06,18.65050877938681
2012-12-07,2.136311652858219
2012-12-08,1.964402697497964
2012-12-09,0.6641968717305851
2012-12-10,0.0
2012-12-11,0.0
2012-12-12,0.0
2012-12-13,0.0
2012-12-14,11.11712202018462
2012-12-15,6.729475284980137
2012-12-16,2.0544720113535435
2012-12-17,4.646189400454523
2012-12-18,0.0
2012-12-19,6.765730270728536
2012-12-20,21.648267210220794
2012-12-21,3.428698637809373
2012-12-22,13.876060259390693
2012-12-23,2.0711902179169392
2012-12-24,8.146656260863534
2012-12-25,4.769647354360027
2012-12-26,14.799221082351519
2012-12-27,7.28614944263154
2012-12-28,9.717797500583155
2012-12-29,13.567063574931908
2012-12-30,16.7607377948919
2012-12-31,10.763982187967295
2013-01-01,1.3671803471213555
2013-01-02,3.1969089336187095
2013-01-03,0.8889362031575037
2013-01-04,0.0
2013-01-05,0.7130132227571089
2013-01-06,0.0
2013-01-07,5.837809105836556
2013-01-08,2.085960652898537
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,0.0
2013-01-12,0.0
2013-01-13,1.2644065122955412
2013-01-14,2.420418521644142
2013-01-15,0.15107854299714338
2013-01-16,0.0
2013-01-17,0.0
2013-01-18,0.0
2013-01-19,0.049536319654108506
2013-01-20,0.0
2013-01-21,0.979061948361797
2013-01-22,0.06604842456514766
2013-01-23,0.0
2013-01-24,0.13209684913029532
2013-01-25,8.45925730555437
2013-01-26,22.39464378223864
2013-01-27,3.7569454883111173
2013-01-28,10.157504692928496
2013-01-29,13.31593203231761
2013-01-30,6.171399920129473
2013-01-31,4.50194506959707
2013-02-01,1.0996881391750861
2013-02-02,0.0
2013-02-03,2.634978383433731
2013-02-04,4.266345128083666
2013-02-05,5.329204115728043
2013-02-06,0.5168188975574141
2013-02-07,0.0
2013-02-08,0.8656409689187389
2013-02-09,2.134671608941674
2013-02-10,2.9880114482540825
2013-02-11,0.0
2013-02-12,0.0
2013-02-13,15.557143151518616
2013-02-14,1.019597196513704
2013-02-15,0.0
2013-02-16,0.0
2013-02-17,0.0
2013-02-18,0.0
2013-02-19,0.0
2013-02-20,0.0
2013-02-21,0.0
2013-02-22,0.0
2013-02-23,0.23549125697826334
2013-02-24,0.0
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,0.0
2013-02-28,0.0
2013-03-01,0.0
2013-03-02,0.0
2013-03-03,0.0
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,0.2484041061950301
2013-03-07,2.02000976799449
2013-03-08,3.084209189719089
2013-03-09,6.108546728212667
2013-03-10,0.1486089589623255
2013-03-11,0.7296282092099059
2013-03-12,0.0
2013-03-13,0.0
2013-03-14,2.8506692277345795
2013-03-15,6.440538731801777
2013-03-16,3.5653249629810406
2013-03-17,5.315481305200737
2013-03-18,4.899881650254337
2013-03-19,3.3966999340192947
2013-03-20,0.512701008634214
2013-03-21,0.0
2013-03-22,0.36625645232209325
2013-03-23,0.0
2013-03-24,0.0
2013-03-25,0.0
2013-03-26,0.0
2013-03-27,0.29783721430443927
2013-03-28,0.0
2013-03-29,0.0
2013-03-30,0.0
2013-03-31,0.0
2013-04-01,0.0
2013-04-02,0.0
2013-04-03,0.0
2013-04-04,0.2316855707977252
2013-04-05,0.0
2013-04-06,0.0
2013-04-07,0.0
2013-04-08,0.0
2013-04-09,0.0
2013-04-10,0.0
2013-04-11,0.3862630211071833
2013-04-12,1.971608853280408
2013-04-13,3.079982409270234
2013-04-14,9.220379429501358
2013-04-15,4.151184086106007
2013-04-16,2.1369325690977226
2013-04-17,11.532623245117207
2013-04-18,11.875198781437955
2013-04-19,1.4544770987020783
2013-04-20,0.0
2013-04-21,5.0013431784755
2013-04-22,0.0
2013-04-23,0.16615322367079935
2013-04-24,5.441923383535373
2013-04-25,5.224947130915762
2013-04-26,2.9639895075901017
2013-04-27,0.7842040830767593
2013-04-28,2.18307635932703
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,0.06604842456514766
2013-05-02,0.0
2013-05-03,4.473608704094013
2013-05-04,0.7373453757382078
2013-05-05,0.0
2013-05-06,0.0
2013-05-07,0.0
2013-05-08,2.834365126338585
2013-05-09,7.214401959028547
2013-05-10,1.6854407888495617
2013-05-11,4.982459825424281
2013-05-12,3.247884649103549
2013-05-13,3.6534437460687403
2013-05-14,0.43734093732699975
2013-05-15,5.729669125016057
2013-05-16,4.585957521848685
2013-05-17,8.203720131666705
2013-05-18,24.99502263931148
2013-05-19,0.0
2013-05-20,5.41053889978105
2013-05-21,0.0
2013-05-22,0.0
2013-05-23,2.01877337470232
2013-05-24,2.170157789201003
2013-05-25,0.0
2013-05-26,0.0
2013-05-27,7.109364100887948
2013-05-28,2.674176960684908
2013-05-29,0.2496370018933504
2013-05-30,0.0
2013-05-31,0.0
2013-06-01,0.0
2013-06-02,0.0
2013-06-03,0.0
2013-06-04,0.0
2013-06-05,0.0
2013-06-06,0.0
2013-06-07,0.0
2013-06-08,0.0
2013-06-09,0.0
2013-06-10,0.0
2013-06-11,1.5158931254718246
2013-06-12,4.0761295047552055
2013-06-13,3.0180524866092786
2013-06-14,6.338162378083707
2013-06-15,4.653341157704168
2013-06-16,0.0
2013-06-17,0.0
2013-06-18,0.0
2013-06-19,0.0
2013-06-20,0.7830807395967699
2013-06-21,0.9846210835377901
2013-06-22,7.301953540643293
2013-06-23,3.6172270218289424
2013-06-24,0.0
2013-06-25,0.0
2013-06-26,0.0
2013-06-27,4.667595523047787
2013-06-28,5.8369370988758025
2013-06-29,0.0
2013-06-30,1.6183637138617422
2013-07-01,0.5796783961843092
2013-07-02,3.1039079456702443
2013-07-03,1.062448215730197
2013-07-04,1.9958887785560107
2013-07-05,0.0
2013-07-06,0.0
2013-07-07,0.0
2013-07-08,0.0
2013-07-09,0.0
2013-07-10,0.0
2013-07-11,0.0
2013-07-12,0.0
2013-07-13,0.0
2013-07-14,0.0
2013-07-15,0.0
2013-07-16,0.0
2013-07-17,0.0
2013-07-18,0.0
2013-07-19,0.0
2013-07-20,0.0
2013-07-21,0.0
2013-07-22,0.0
2013-07-23,13.296401072723006
2013-07-24,1.3073464329758808
2013-07-25,10.043149676294778
2013-07-26,0.0
2013-07-27,16.216185871614446
2013-07-28,29.761180457474996
2013-07-29,7.029530425598031
2013-07-30,4.112088491157686
2013-07-31,15.170373692452957
2013-08-01,3.7155870407541864
2013-08-02,0.0
2013-08-03,2.205247256860452
2013-08-04,12.091045442104054
2013-08-05,19.743039629758613
2013-08-06,0.0
2013-08-07,0.0
2013-08-08,2.650573618885425
2013-08-09,1.835390941034707
2013-08-10,2.1365227909979896
2013-08-11,2.5336432257903447
2013-08-12,3.755910060965417
2013-08-13,0.0
2013-08-14,3.846861655335265
2013-08-15,19.51584686912258
2013-08-16,2.947990326688023
2013-08-17,10.60014217077618
2013-08-18,1.6152766994034773
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,1.8153815588334083
2013-08-22,0.0
2013-08-23,4.234656060191737
2013-08-24,4.075910622154396
2013-08-25,0.0
2013-08-26,0.0
2013-08-27,0.0
2013-08-28,0.0
2013-08-29,0.0
2013-08-30,0.11651305734791174
2013-08-31,0.0
2013-09-01,0.0
2013-09-02,0.0
2013-09-03,0.0
2013-09-04,0.0
2013-09-05,0.7790616225942576
2013-09-06,22.400241898220678
2013-09-07,2.316103383937556
2013-09-08,0.5863681258572306
2013-09-09,5.146761518900142
2013-09-10,0.0
2013-09-11,3.2349825314665175
2013-09-12,3.26646004609786
2013-09-13,1.5005125929141243
2013-09-14,0.0
2013-09-15,15.839611240028468
2013-09-16,5.014611830842803
2013-09-17,2.537040182099346
2013-09-18,1.8830763076084642
2013-09-19,3.8129125363298906
2013-09-20,0.0
2013-09-21,0.0
2013-09-22,0.0
2013-09-23,0.0
2013-09-24,0.14871217174496285
2013-09-25,0.0
2013-09-26,0.0
2013-09-27,0.0
2013-09-28,0.0
2013-09-29,0.0
2013-09-30,0.0
2013-10-01,0.2486105428402248
2013-10-02,4.575609256510823
2013-10-03,11.700772004360553
2013-10-04,10.858395535645952
2013-10-05,0.0
2013-10-06,3.774644327684241
2013-10-07,3.280708062029299
2013-10-08,2.3647094862933944
2013-10-09,1.4522104461685013
2013-10-10,0.2171269663320433
2013-10-11,0.0
2013-10-12,0.11774562848913167
2013-10-13,0.7010248904317932
